DAY,TIME,COURT,HOME,AWAY,,,,,,
SAT,10:15 AM,41,Illinois Defenders 14U Grey,Colorado Elite Red 14U,,,,,,
SAT,10:15 AM,42,Virginia Diamonds,East Texas Premier,,,,,,
SAT,10:15 AM,43,Team Alberta U17,Legends of Wisconsin Blue 17,,,,,,
SAT,10:15 AM,44,Cal Swish Future National,Bolingbrook Panthers 15U,,,,,,
SAT,10:15 AM,45,Team Fusion Elect,Illinois Defenders 17U Grey,,,,,,
SAT,10:15 AM,46,The Family 17U,The Way to Win Gold,,,,,,
SAT,11:30 AM,1,Hudson Valley Elite Gold John,Peak Performance Gold,,,,,,
SAT,11:30 AM,2,Full Package Kahleaf,Legends of Wisconsin 16,,,,,,
SAT,11:30 AM,3,Kansas Hoopsters ,Always 100 Andrews,,,,,,
SAT,11:30 AM,4,Cincy Shock 15U,Purple Aces 15U,,,,,,
SAT,11:30 AM,5,O.M.S. ,Central Jersey Hawks Martorelli,,,,,,
SAT,11:30 AM,6,New Jersey Panthers 15U,HLC 15U ,,,,,,
SAT,11:30 AM,7,Wisconsin Hoops Select Girls Whitish ,AthElite U15,,,,,,
SAT,11:30 AM,8,MBA Select 15U,Midwest Wildcats Devries,,,,,,
SAT,11:30 AM,9,QLD Kangaroos,Cal Stars Flight 2016,,,,,,
SAT,11:30 AM,10,New England Crusaders Leary,Lady Runnin’ Rebels White McDonough,,,,,,
SAT,11:30 AM,11,Team Carolina,Hurricanes Dalles,,,,,,
SAT,11:30 AM,12,Capitol City Express Cool/Doneth,Cardinal Junior Elite,,,,,,
SAT,11:30 AM,13,Always 100 Elite 2017,Wisconsin Playground Elite U15 ,,,,,,
SAT,11:30 AM,16,C-U Elite,Arkansas Lady Hawks,,,,,,
SAT,11:30 AM,17,Legends of Wisconsin 15,Positive Direction 15U,,,,,,
SAT,11:30 AM,18,NO GAME,NO GAME,,,,,,
SAT,11:30 AM,19,Queens Express 16U,Metro Hoops 16U,,,,,,
SAT,11:30 AM,20,IL Hoops Dreams 16U Black,North Texas Shockers Shields,,,,,,
SAT,11:30 AM,21,NO GAME,NO GAME,,,,,,
SAT,11:30 AM,22,Boston Showstoppers,Indiana Top Recruit Diamonds Select,,,,,,
SAT,11:30 AM,23,Erie Saints Chuzie,Minnesota Fury 2015 Gold,,,,,,
SAT,11:30 AM,24,A Game TDOT,Full Package 17U Truding,,,,,,
SAT,11:30 AM,25,Best Choice Indiana,Illinois Rage,,,,,,
SAT,11:30 AM,26,Always 100 Roller,Team Takeover 14U,,,,,,
SAT,11:30 AM,27,Comets Genther,South Dakota Attack 15U,,,,,,
SAT,11:30 AM,28,Quad City Attack Fr/So,Team Miller Lightning 16U,,,,,,
SAT,11:30 AM,29,Seidman Lady Wildcats,Arkansas Hawks 16U,,,,,,
SAT,11:30 AM,30,North Tartan 14U,Epiphany Prince Elite 14U,,,,,,
SAT,11:30 AM,31,New Jersey Sparks 15U,New England Crusaders Dorsey,,,,,,
SAT,11:30 AM,32,Full Package White,Wisconsin Impact 2018 Liebl,,,,,,
SAT,11:30 AM,33,Lady Runnin’ Rebels Wrice,ND Pro Blue 17U,,,,,,
SAT,11:30 AM,34,Quad City Attack Lime,Columbia Cascades,,,,,,
SAT,11:30 AM,35,New Jersey Sparks 14U,DFW Elite Power Puff Girls,,,,,,
SAT,11:30 AM,36,Metro Hoops 15U,Team Miller Lightning 15U,,,,,,
SAT,11:30 AM,37,Hoosier Premier Black,Columbia Ravens,,,,,,
SAT,11:30 AM,38,DC Heat 17U,Eastern Ohio All Stars,,,,,,
SAT,11:30 AM,39,Rockford Heat Elite,CBC 17U Select,,,,,,
SAT,11:30 AM,40,Kingdom Hoops Red,NSE Lady Titans,,,,,,
SAT,11:30 AM,41,MN Thunderbirds 2018,Bolingbrook Panthers 14U,,,,,,
SAT,11:30 AM,42,KW Lightning U15,IL Lady Lightning Bronze,,,,,,
SAT,11:30 AM,43,Lakers Gold U15 Freshman,NY iEXCEL 15U,,,,,,
SAT,11:30 AM,44,OTCYBC Shot Callers,Illinois Defenders 17U Black,,,,,,
SAT,11:30 AM,45,Tiger Basketball,Toronto Triple Threat 17U ,,,,,,
SAT,11:30 AM,46,Drill for Skill Miller,Michigan Sting Elite,,,,,,
SAT,12:45 PM,1,New Mexico Select,Gateway Basketball Club 17U,,,,,,
SAT,12:45 PM,2,NY Belles 17U,Wisconsin Impact Sid,,,,,,
SAT,12:45 PM,3,United NJ Osta - White,MBA Select 17U,Make sure I didn't screw up United NJ's request,,,,,
SAT,12:45 PM,4,Nebraska Lasers 17U,Missouri Warriors,,,,,,
SAT,12:45 PM,5,Wisconsin Hoops Select Girls Banasik,Oklahoma Stars 14,,,,,,
SAT,12:45 PM,6,Bulls Elite Silver,Rush U14,,,,,,
SAT,12:45 PM,7,Full Package Daniel,St. Louis Rockets 15U,,,,,,
SAT,12:45 PM,8,Wisconsin Impact 2017 Mattson,Minnesota Fury 2017 Gold,,,,,,
SAT,12:45 PM,9,Peak Performance Blue,Valhalla,,,,,,
SAT,12:45 PM,10,New York City Heat White,MBA Select 16U,,,,,,
SAT,12:45 PM,11,Basketball Results,Toronto Matrix Elite,,,,,,
SAT,12:45 PM,12,Illinois Hustle 16U,Lady Runnin’ Rebels Tartaglia Red,,,,,,
SAT,12:45 PM,13,Hoop Ed Elite,Tennessee Extreme,,,,,,
SAT,12:45 PM,16,BC Denver Golden,Oklahoma Showcase Jim ,,,,,,
SAT,12:45 PM,17,Lady Runnin' Rebels Blatt White,MN Comets 11th Elite Peterson,,,,,,
SAT,12:45 PM,18,Jersey Cardinals Coyle,Wisconsin Impact Spoo,,,,,,
SAT,12:45 PM,19,Katy Rebels Goss 2016,A PLUS Black,,,,,,
SAT,12:45 PM,20,Purple Aces 16U,Colorado Lady Hawks,,,,,,
SAT,12:45 PM,21,ISAA 16U,QC Ballers,,,,,,
SAT,12:45 PM,22,So-Minn Fury 2016,Indy Gym Rats Maroon,,,,,,
SAT,12:45 PM,23,IL Hoops Dreams 16U White,Illinois Press,,,,,,
SAT,12:45 PM,24,Capitol City Express Petersen,Wisconsin Playground Elite U16 ,,,,,,
SAT,12:45 PM,25,St. Louis Rockets 17U,Team Fort Worth Elite,,,,,,
SAT,12:45 PM,26,North Tartan 13U,Team Memphis Elite Burton,,,,,,
SAT,12:45 PM,27,MN Metro Stars Finley ,Oshkosh Flight Elite - Levy,,,,,,
SAT,12:45 PM,28,Greg Grant Basketball Club Fuerst,MN Thunderbirds 2017,,,,,,
SAT,12:45 PM,29,Bolingbrook Panthers 16U,BC Denver Stovall,,,,,,
SAT,12:45 PM,30,Alaska Lady Hoops 14,MN Metro Stars Soule,,,,,,
SAT,12:45 PM,31,Erie Saints Laird,Austin Elite Black,,,,,,
SAT,12:45 PM,32,Illinois Pizazz 14U White,Oshkosh Flight Elite - Levy,,,,,,
SAT,12:45 PM,33,Long Islands Renegades Elite,M33M Let it Fly,,,,,,
SAT,12:45 PM,34,Jr. Rams U17,Wisconsin Blizzard - Magic,,,,,,
SAT,12:45 PM,35,CBC 14U Elite,Kingdom Hoops Elite ,,,,,,
SAT,12:45 PM,36,Albany Capitals U15,Michigan Sting 15U,,,,,,
SAT,12:45 PM,37,Illinois Hustle 15U,Wisconsin Blizzard 15U Moen,,,,,,
SAT,12:45 PM,38,Illinois Rockets Rufus,Rockies 15U Black,,,,,,
SAT,12:45 PM,39,Team Swish El Paso,Lady Meanstreets 17U,,,,,,
SAT,12:45 PM,40,Hudson Valley Elite White JR,Primetime Gold,,,,,,
SAT,12:45 PM,41,Tigers Orange,IL Hoop Dreams Collins,,,,,,
SAT,12:45 PM,42,NY iEXCEL 17U,Team Wisconsin Select Gray,,,,,,
SAT,12:45 PM,43,Indy Gym Rats Pink,Rockford Heat Sophomore,,,,,,
SAT,12:45 PM,44,Midwest Elite 15U Yates,Team Ontario 15U,,,,,,
SAT,12:45 PM,45,Michigan Fast Break,Memphis Lady All Stars,,,,,,
SAT,12:45 PM,46,Team Wisconsin Select White,Nebraska Lasers 15U,,,,,,
SAT,2:00 PM,1,Philadelphia Belles 2016,North Texas Shockers 2016,,,,,,
SAT,2:00 PM,2,Illinois Pizazz 17U Green,Xpress Hoops,,,,,,
SAT,2:00 PM,3,WBA Lady Knicks Fioretti,Celtics 16U,,,,,,
SAT,2:00 PM,4,TeamXpress Black 17U,Lakers White U17,,,,,,
SAT,2:00 PM,5,Cal Stars Flight 2017,Jersey Cardinals Martinez,,,,,,
SAT,2:00 PM,6,Epiphany Prince Elite 15U,Michigan Crossover 2016,,,,,,
SAT,2:00 PM,7,Germantown Maryland Lady Panthers Gillespie,Minnesota Stars Hersch,,,,,,
SAT,2:00 PM,8,Stamford Peace,Oshkosh Flight Brandl,,,,,,
SAT,2:00 PM,9,Chicago Gauchos,Portage Swift,,,,,,
SAT,2:00 PM,10,Team Alberta U16,Lady Speed 9/10,,,,,,
SAT,2:00 PM,11,Always 100 Elite Buck,MN Metro Stars Reiter,,,,,,
SAT,2:00 PM,12,Rockies 17U Black,Central Jersey Hawks Chambers,,,,,,
SAT,2:00 PM,13,Kingdom Hoops Elite 17U,South Dakota Attack 17U,,,,,,
SAT,2:00 PM,16,California Storm Knights,A Game Ryann Fletcher,,,,,,
SAT,2:00 PM,17,IL Lady Lightning Platinum,Team Memphis Elite Williams,,,,,,
SAT,2:00 PM,18,Clutch Players Lava,Lakers Purple 15U,,,,,,
SAT,2:00 PM,19,Michigan Shock,Minnesota Stars Hofschild,,,,,,
SAT,2:00 PM,20,Quad City Attack Black,EJ Hoops U17 Blue,,,,,,
SAT,2:00 PM,21,Germantown Maryland Lady Panthers Lee 16U,Lady Speed 11th,,,,,,
SAT,2:00 PM,22,Charlotte Monarchs,Vogues - 16 National - Priester,,,,,,
SAT,2:00 PM,23,Rush U17 White,Albany Lady Stars 17U Black,,,,,,
SAT,2:00 PM,24,Vegas Bulldogs,Midwest Wildcats Mellon,,,,,,
SAT,2:00 PM,25,IL Lady Lightning Gold,Cal Stars Nike Flight,,,,,,
SAT,2:00 PM,26,Cincy Shock 14U,PA Running Rebels 14U,,,,,,
SAT,2:00 PM,27,Michigan Mystics Ruhstorfer ,North Tartan 15U Silver,,,,,,
SAT,2:00 PM,28,San Diego Sol,Team Manitoba 17U,,,,,,
SAT,2:00 PM,29,Comets Shields,Greg Grant Basketball Club Chriss,,,,,,
SAT,2:00 PM,30,Heart of Illinois 14U,Metro Hoops 14U,,,,,,
SAT,2:00 PM,31,Albany Capitals Elite,Bolingbrook Panthers 17U,,,,,,
SAT,2:00 PM,32,Hoosier Premier Red,Team Wisconsin Select Black,,,,,,
SAT,2:00 PM,33,Lady Warriors,Crossover Premier,,,,,,
SAT,2:00 PM,34,Spokane Sandpipers,CBC 17U Elite,,,,,,
SAT,2:00 PM,35,ND Pro 14U,Illinois Rockets Hotwagner,,,,,,
SAT,2:00 PM,36,Canada Drive 17U,Lakers Black U17,,,,,,
SAT,2:00 PM,37,FURY 2015 Haney,Bulls Elite Onyx,,,,,,
SAT,2:00 PM,38,A Game Kendra Seto,Wisconsin Hoops Select Girls Staples,,,,,,
SAT,2:00 PM,39,Always 100 Goodwell,Illinois Rockets Ondik,,,,,,
SAT,2:00 PM,40,ECBA Swish Black 17U Elite,Oklahoma Showcase Elite,,,,,,
SAT,2:00 PM,41,Wisconsin Blizzard 17U Biddick,St. Louis Warriors,,,,,,
SAT,2:00 PM,42,DFW Elite Super Girls,Hudson Valley Elite Blue Reilly,,,,,,
SAT,2:00 PM,43,Minnesota Fury 2015 Elite,Alaska Lady Hoops 17 Elite,,,,,,
SAT,2:00 PM,44,Flow 15U,Arkansas Hawks 15U,,,,,,
SAT,2:00 PM,45,CT Spirit,Team Fury Select U17,,,,,,
